2025-04-16 12:44:10,746 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0.1, 0.2, 0.3, 0.4, 0.5]), neighbor_selection='corr_threshold', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=4, gif_duration=500)
2025-04-16 12:44:10,746 - INFO - 当前评分模式: ['range_ratio']
2025-04-16 12:44:10,746 - INFO - 
==================================================
2025-04-16 12:44:10,747 - INFO - 开始执行网格搜索...
2025-04-16 12:44:10,749 - INFO - [omi-1] Starting grid search...
2025-04-16 12:44:13,872 - INFO - [omi-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:54:49,089 - DEBUG - 边统计: 正常边 268 条, 异常边 4 条
2025-04-16 12:54:49,089 - INFO - 时间段 740-753 的节点检测统计: 真阳性=1, 假阳性=3, 假阴性=0, 正常节点=15
2025-04-16 12:54:49,168 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-2\seg_1_740_753.png
2025-04-16 12:54:49,246 - INFO - 成功保存时间段 740-753 的可视化结果
2025-04-16 12:54:49,246 - INFO - 
正在处理时间段 3/4: 766-783
2025-04-16 12:54:49,246 - INFO - 该时间段的真实异常节点: {1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:49,246 - INFO - 正在计算异常分数...
2025-04-16 12:54:49,254 - INFO - 检测到的异常节点: {1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:49,254 - INFO - 正在为时间段 766-783 生成可视化
2025-04-16 12:54:49,254 - INFO - 正在为时间段 766-783 生成异常图可视化
2025-04-16 12:54:49,254 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:49,255 - DEBUG - 边统计: 正常边 202 条, 异常边 48 条
2025-04-16 12:54:49,255 - INFO - 时间段 766-783 的节点检测统计: 真阳性=16, 假阳性=0, 假阴性=0, 正常节点=3
2025-04-16 12:54:49,355 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-2\seg_2_766_783.png
2025-04-16 12:54:49,437 - INFO - 成功保存时间段 766-783 的可视化结果
2025-04-16 12:54:49,437 - INFO - 
正在处理时间段 4/4: 1436-1445
2025-04-16 12:54:49,438 - INFO - 该时间段的真实异常节点: {7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18}
2025-04-16 12:54:49,438 - INFO - 正在计算异常分数...
2025-04-16 12:54:49,441 - INFO - 检测到的异常节点: {4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18}
2025-04-16 12:54:49,441 - INFO - 正在为时间段 1436-1445 生成可视化
2025-04-16 12:54:49,441 - INFO - 正在为时间段 1436-1445 生成异常图可视化
2025-04-16 12:54:49,441 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:49,442 - DEBUG - 边统计: 正常边 248 条, 异常边 2 条
2025-04-16 12:54:49,442 - INFO - 时间段 1436-1445 的节点检测统计: 真阳性=10, 假阳性=3, 假阴性=1, 正常节点=5
2025-04-16 12:54:49,522 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-2\seg_3_1436_1445.png
2025-04-16 12:54:49,606 - INFO - 成功保存时间段 1436-1445 的可视化结果
2025-04-16 12:54:49,606 - INFO - 正在从 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-2 中的图像创建GIF
2025-04-16 12:54:49,715 - INFO - GIF已保存到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-2\omi-2.gif
2025-04-16 12:54:49,715 - INFO - 
==================================================
2025-04-16 12:54:49,715 - INFO - 开始数据集可视化: omi-3
2025-04-16 12:54:49,715 - INFO - 使用参数: 评分模式=range_ratio, corr_threshold=0.5, 阈值=2.5
2025-04-16 12:54:49,715 - INFO - ==================================================

2025-04-16 12:54:49,715 - INFO - 正在加载数据集 omi-3 的数据
2025-04-16 12:54:49,716 - INFO - 数据加载成功。训练集形状: (8640, 19), 测试集形状: (4320, 19)
2025-04-16 12:54:49,716 - INFO - 正在计算边缘统计量...
2025-04-16 12:54:51,566 - INFO - 已计算 136 条边的统计量
2025-04-16 12:54:51,566 - INFO - 为每个节点使用相关系数阈值 >= 0.5 的邻居
2025-04-16 12:54:51,566 - INFO - 可视化结果将保存到: ./visual/omi/neighbor_corr_threshold\range_ratio\omi-3
2025-04-16 12:54:51,567 - INFO - 在数据集中发现 6 个异常时间段
2025-04-16 12:54:51,567 - INFO - 
正在处理时间段 1/6: 760-820
2025-04-16 12:54:51,567 - INFO - 该时间段的真实异常节点: {1, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:51,567 - INFO - 正在计算异常分数...
2025-04-16 12:54:51,588 - INFO - 检测到的异常节点: {6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:51,588 - INFO - 正在为时间段 760-820 生成可视化
2025-04-16 12:54:51,588 - INFO - 正在为时间段 760-820 生成异常图可视化
2025-04-16 12:54:51,588 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:51,588 - DEBUG - 边统计: 正常边 158 条, 异常边 22 条
2025-04-16 12:54:51,588 - INFO - 时间段 760-820 的节点检测统计: 真阳性=14, 假阳性=0, 假阴性=2, 正常节点=3
2025-04-16 12:54:51,668 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-3\seg_0_760_820.png
2025-04-16 12:54:51,750 - INFO - 成功保存时间段 760-820 的可视化结果
2025-04-16 12:54:51,750 - INFO - 
正在处理时间段 2/6: 842-860
2025-04-16 12:54:51,750 - INFO - 该时间段的真实异常节点: {7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:51,750 - INFO - 正在计算异常分数...
2025-04-16 12:54:51,755 - INFO - 检测到的异常节点: {6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:51,755 - INFO - 正在为时间段 842-860 生成可视化
2025-04-16 12:54:51,755 - INFO - 正在为时间段 842-860 生成异常图可视化
2025-04-16 12:54:51,755 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:51,757 - DEBUG - 边统计: 正常边 164 条, 异常边 16 条
2025-04-16 12:54:51,757 - INFO - 时间段 842-860 的节点检测统计: 真阳性=13, 假阳性=1, 假阴性=0, 正常节点=5
2025-04-16 12:54:51,839 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-3\seg_1_842_860.png
2025-04-16 12:54:51,918 - INFO - 成功保存时间段 842-860 的可视化结果
2025-04-16 12:54:51,918 - INFO - 
正在处理时间段 3/6: 1080-1120
2025-04-16 12:54:51,919 - INFO - 该时间段的真实异常节点: {7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18}
2025-04-16 12:54:51,919 - INFO - 正在计算异常分数...
2025-04-16 12:54:51,932 - INFO - 检测到的异常节点: {6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:51,932 - INFO - 正在为时间段 1080-1120 生成可视化
2025-04-16 12:54:51,933 - INFO - 正在为时间段 1080-1120 生成异常图可视化
2025-04-16 12:54:51,933 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:51,933 - DEBUG - 边统计: 正常边 180 条, 异常边 0 条
2025-04-16 12:54:51,933 - INFO - 时间段 1080-1120 的节点检测统计: 真阳性=11, 假阳性=3, 假阴性=0, 正常节点=5
2025-04-16 12:54:52,014 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-3\seg_2_1080_1120.png
2025-04-16 12:54:52,091 - INFO - 成功保存时间段 1080-1120 的可视化结果
2025-04-16 12:54:52,092 - INFO - 
正在处理时间段 4/6: 2188-2201
2025-04-16 12:54:52,092 - INFO - 该时间段的真实异常节点: {7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:52,092 - INFO - 正在计算异常分数...
2025-04-16 12:54:52,095 - INFO - 检测到的异常节点: {6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:52,096 - INFO - 正在为时间段 2188-2201 生成可视化
2025-04-16 12:54:52,096 - INFO - 正在为时间段 2188-2201 生成异常图可视化
2025-04-16 12:54:52,096 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:52,097 - DEBUG - 边统计: 正常边 166 条, 异常边 14 条
2025-04-16 12:54:52,097 - INFO - 时间段 2188-2201 的节点检测统计: 真阳性=12, 假阳性=2, 假阴性=0, 正常节点=5
2025-04-16 12:54:52,177 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-3\seg_3_2188_2201.png
2025-04-16 12:54:52,262 - INFO - 成功保存时间段 2188-2201 的可视化结果
2025-04-16 12:54:52,262 - INFO - 
正在处理时间段 5/6: 2497-2500
2025-04-16 12:54:52,262 - INFO - 该时间段的真实异常节点: {6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:52,262 - INFO - 正在计算异常分数...
2025-04-16 12:54:52,262 - INFO - 检测到的异常节点: set()
2025-04-16 12:54:52,262 - INFO - 正在为时间段 2497-2500 生成可视化
2025-04-16 12:54:52,263 - INFO - 正在为时间段 2497-2500 生成异常图可视化
2025-04-16 12:54:52,263 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:52,263 - DEBUG - 边统计: 正常边 178 条, 异常边 2 条
2025-04-16 12:54:52,263 - INFO - 时间段 2497-2500 的节点检测统计: 真阳性=0, 假阳性=0, 假阴性=13, 正常节点=6
2025-04-16 12:54:52,407 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-3\seg_4_2497_2500.png
2025-04-16 12:54:52,498 - INFO - 成功保存时间段 2497-2500 的可视化结果
2025-04-16 12:54:52,498 - INFO - 
正在处理时间段 6/6: 3428-3434
2025-04-16 12:54:52,499 - INFO - 该时间段的真实异常节点: {7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:52,499 - INFO - 正在计算异常分数...
2025-04-16 12:54:52,501 - INFO - 检测到的异常节点: {7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:52,501 - INFO - 正在为时间段 3428-3434 生成可视化
2025-04-16 12:54:52,501 - INFO - 正在为时间段 3428-3434 生成异常图可视化
2025-04-16 12:54:52,501 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:52,501 - DEBUG - 边统计: 正常边 178 条, 异常边 2 条
2025-04-16 12:54:52,502 - INFO - 时间段 3428-3434 的节点检测统计: 真阳性=13, 假阳性=0, 假阴性=0, 正常节点=6
2025-04-16 12:54:52,582 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-3\seg_5_3428_3434.png
2025-04-16 12:54:52,662 - INFO - 成功保存时间段 3428-3434 的可视化结果
2025-04-16 12:54:52,662 - INFO - 正在从 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-3 中的图像创建GIF
2025-04-16 12:54:52,822 - INFO - GIF已保存到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-3\omi-3.gif
2025-04-16 12:54:52,822 - INFO - 
==================================================
2025-04-16 12:54:52,822 - INFO - 开始数据集可视化: omi-4
2025-04-16 12:54:52,822 - INFO - 使用参数: 评分模式=range_ratio, corr_threshold=0.5, 阈值=2.0
2025-04-16 12:54:52,822 - INFO - ==================================================

2025-04-16 12:54:52,822 - INFO - 正在加载数据集 omi-4 的数据
2025-04-16 12:54:52,823 - INFO - 数据加载成功。训练集形状: (8640, 19), 测试集形状: (4320, 19)
2025-04-16 12:54:52,824 - INFO - 正在计算边缘统计量...
2025-04-16 12:54:54,664 - INFO - 已计算 136 条边的统计量
2025-04-16 12:54:54,664 - INFO - 为每个节点使用相关系数阈值 >= 0.5 的邻居
2025-04-16 12:54:54,665 - INFO - 可视化结果将保存到: ./visual/omi/neighbor_corr_threshold\range_ratio\omi-4
2025-04-16 12:54:54,665 - INFO - 在数据集中发现 5 个异常时间段
2025-04-16 12:54:54,665 - INFO - 
正在处理时间段 1/5: 727-782
2025-04-16 12:54:54,665 - INFO - 该时间段的真实异常节点: {1, 2, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:54,665 - INFO - 正在计算异常分数...
2025-04-16 12:54:54,683 - INFO - 检测到的异常节点: {6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:54,684 - INFO - 正在为时间段 727-782 生成可视化
2025-04-16 12:54:54,684 - INFO - 正在为时间段 727-782 生成异常图可视化
2025-04-16 12:54:54,684 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:54,684 - DEBUG - 边统计: 正常边 148 条, 异常边 32 条
2025-04-16 12:54:54,684 - INFO - 时间段 727-782 的节点检测统计: 真阳性=14, 假阳性=0, 假阴性=2, 正常节点=3
2025-04-16 12:54:54,768 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-4\seg_0_727_782.png
2025-04-16 12:54:54,851 - INFO - 成功保存时间段 727-782 的可视化结果
2025-04-16 12:54:54,851 - INFO - 
正在处理时间段 2/5: 843-857
2025-04-16 12:54:54,851 - INFO - 该时间段的真实异常节点: {6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:54,851 - INFO - 正在计算异常分数...
2025-04-16 12:54:54,856 - INFO - 检测到的异常节点: {6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:54,856 - INFO - 正在为时间段 843-857 生成可视化
2025-04-16 12:54:54,856 - INFO - 正在为时间段 843-857 生成异常图可视化
2025-04-16 12:54:54,856 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:54,857 - DEBUG - 边统计: 正常边 176 条, 异常边 4 条
2025-04-16 12:54:54,857 - INFO - 时间段 843-857 的节点检测统计: 真阳性=14, 假阳性=0, 假阴性=0, 正常节点=5
2025-04-16 12:54:54,935 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-4\seg_1_843_857.png
2025-04-16 12:54:55,015 - INFO - 成功保存时间段 843-857 的可视化结果
2025-04-16 12:54:55,015 - INFO - 
正在处理时间段 3/5: 2178-2238
2025-04-16 12:54:55,015 - INFO - 该时间段的真实异常节点: {8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:55,015 - INFO - 正在计算异常分数...
2025-04-16 12:54:55,034 - INFO - 检测到的异常节点: {6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:55,034 - INFO - 正在为时间段 2178-2238 生成可视化
2025-04-16 12:54:55,034 - INFO - 正在为时间段 2178-2238 生成异常图可视化
2025-04-16 12:54:55,034 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:55,034 - DEBUG - 边统计: 正常边 180 条, 异常边 0 条
2025-04-16 12:54:55,034 - INFO - 时间段 2178-2238 的节点检测统计: 真阳性=12, 假阳性=2, 假阴性=0, 正常节点=5
2025-04-16 12:54:55,118 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-4\seg_2_2178_2238.png
2025-04-16 12:54:55,198 - INFO - 成功保存时间段 2178-2238 的可视化结果
2025-04-16 12:54:55,198 - INFO - 
正在处理时间段 4/5: 2494-2501
2025-04-16 12:54:55,198 - INFO - 该时间段的真实异常节点: {7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:55,198 - INFO - 正在计算异常分数...
2025-04-16 12:54:55,201 - INFO - 检测到的异常节点: {6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:55,201 - INFO - 正在为时间段 2494-2501 生成可视化
2025-04-16 12:54:55,201 - INFO - 正在为时间段 2494-2501 生成异常图可视化
2025-04-16 12:54:55,201 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:55,201 - DEBUG - 边统计: 正常边 158 条, 异常边 22 条
2025-04-16 12:54:55,202 - INFO - 时间段 2494-2501 的节点检测统计: 真阳性=12, 假阳性=1, 假阴性=0, 正常节点=6
2025-04-16 12:54:55,284 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-4\seg_3_2494_2501.png
2025-04-16 12:54:55,364 - INFO - 成功保存时间段 2494-2501 的可视化结果
2025-04-16 12:54:55,364 - INFO - 
正在处理时间段 5/5: 3425-3435
2025-04-16 12:54:55,364 - INFO - 该时间段的真实异常节点: {7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:55,364 - INFO - 正在计算异常分数...
2025-04-16 12:54:55,367 - INFO - 检测到的异常节点: {6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:55,367 - INFO - 正在为时间段 3425-3435 生成可视化
2025-04-16 12:54:55,367 - INFO - 正在为时间段 3425-3435 生成异常图可视化
2025-04-16 12:54:55,367 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:55,368 - DEBUG - 边统计: 正常边 160 条, 异常边 20 条
2025-04-16 12:54:55,368 - INFO - 时间段 3425-3435 的节点检测统计: 真阳性=13, 假阳性=1, 假阴性=0, 正常节点=5
2025-04-16 12:54:55,448 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-4\seg_4_3425_3435.png
2025-04-16 12:54:55,523 - INFO - 成功保存时间段 3425-3435 的可视化结果
2025-04-16 12:54:55,524 - INFO - 正在从 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-4 中的图像创建GIF
2025-04-16 12:54:55,659 - INFO - GIF已保存到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-4\omi-4.gif
2025-04-16 12:54:55,661 - INFO - 
==================================================
2025-04-16 12:54:55,661 - INFO - 开始数据集可视化: omi-5
2025-04-16 12:54:55,661 - INFO - 使用参数: 评分模式=range_ratio, corr_threshold=0.3, 阈值=0.0
2025-04-16 12:54:55,661 - INFO - ==================================================

2025-04-16 12:54:55,661 - INFO - 正在加载数据集 omi-5 的数据
2025-04-16 12:54:55,662 - INFO - 数据加载成功。训练集形状: (8640, 19), 测试集形状: (4320, 19)
2025-04-16 12:54:55,662 - INFO - 正在计算边缘统计量...
2025-04-16 12:54:57,570 - INFO - 已计算 153 条边的统计量
2025-04-16 12:54:57,570 - INFO - 为每个节点使用相关系数阈值 >= 0.3 的邻居
2025-04-16 12:54:57,575 - INFO - 可视化结果将保存到: ./visual/omi/neighbor_corr_threshold\range_ratio\omi-5
2025-04-16 12:54:57,579 - INFO - 在数据集中发现 6 个异常时间段
2025-04-16 12:54:57,579 - INFO - 
正在处理时间段 1/6: 765-781
2025-04-16 12:54:57,579 - INFO - 该时间段的真实异常节点: {6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:57,579 - INFO - 正在计算异常分数...
2025-04-16 12:54:57,587 - INFO - 检测到的异常节点: {1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:57,587 - INFO - 正在为时间段 765-781 生成可视化
2025-04-16 12:54:57,587 - INFO - 正在为时间段 765-781 生成异常图可视化
2025-04-16 12:54:57,587 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:57,588 - DEBUG - 边统计: 正常边 214 条, 异常边 92 条
2025-04-16 12:54:57,589 - INFO - 时间段 765-781 的节点检测统计: 真阳性=14, 假阳性=3, 假阴性=0, 正常节点=2
2025-04-16 12:54:57,679 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-5\seg_0_765_781.png
2025-04-16 12:54:57,772 - INFO - 成功保存时间段 765-781 的可视化结果
2025-04-16 12:54:57,772 - INFO - 
正在处理时间段 2/6: 1589-1617
2025-04-16 12:54:57,772 - INFO - 该时间段的真实异常节点: {17, 2, 4}
2025-04-16 12:54:57,772 - INFO - 正在计算异常分数...
2025-04-16 12:54:57,788 - INFO - 检测到的异常节点: {1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:57,788 - INFO - 正在为时间段 1589-1617 生成可视化
2025-04-16 12:54:57,788 - INFO - 正在为时间段 1589-1617 生成异常图可视化
2025-04-16 12:54:57,788 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:57,789 - DEBUG - 边统计: 正常边 270 条, 异常边 36 条
2025-04-16 12:54:57,789 - INFO - 时间段 1589-1617 的节点检测统计: 真阳性=3, 假阳性=15, 假阴性=0, 正常节点=1
2025-04-16 12:54:57,866 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-5\seg_1_1589_1617.png
2025-04-16 12:54:57,948 - INFO - 成功保存时间段 1589-1617 的可视化结果
2025-04-16 12:54:57,948 - INFO - 
正在处理时间段 3/6: 2440-2446
2025-04-16 12:54:57,948 - INFO - 该时间段的真实异常节点: {8, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:57,948 - INFO - 正在计算异常分数...
2025-04-16 12:54:57,950 - INFO - 检测到的异常节点: {1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:57,950 - INFO - 正在为时间段 2440-2446 生成可视化
2025-04-16 12:54:57,950 - INFO - 正在为时间段 2440-2446 生成异常图可视化
2025-04-16 12:54:57,950 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:57,951 - DEBUG - 边统计: 正常边 246 条, 异常边 60 条
2025-04-16 12:54:57,951 - INFO - 时间段 2440-2446 的节点检测统计: 真阳性=10, 假阳性=7, 假阴性=0, 正常节点=2
2025-04-16 12:54:58,028 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-5\seg_2_2440_2446.png
2025-04-16 12:54:58,102 - INFO - 成功保存时间段 2440-2446 的可视化结果
2025-04-16 12:54:58,102 - INFO - 
正在处理时间段 4/6: 3356-3363
2025-04-16 12:54:58,103 - INFO - 该时间段的真实异常节点: {17, 5, 6}
2025-04-16 12:54:58,103 - INFO - 正在计算异常分数...
2025-04-16 12:54:58,106 - INFO - 检测到的异常节点: {1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:58,106 - INFO - 正在为时间段 3356-3363 生成可视化
2025-04-16 12:54:58,106 - INFO - 正在为时间段 3356-3363 生成异常图可视化
2025-04-16 12:54:58,106 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:58,106 - DEBUG - 边统计: 正常边 260 条, 异常边 46 条
2025-04-16 12:54:58,106 - INFO - 时间段 3356-3363 的节点检测统计: 真阳性=3, 假阳性=14, 假阴性=0, 正常节点=2
2025-04-16 12:54:58,192 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-5\seg_3_3356_3363.png
2025-04-16 12:54:58,270 - INFO - 成功保存时间段 3356-3363 的可视化结果
2025-04-16 12:54:58,271 - INFO - 
正在处理时间段 5/6: 3416-3423
2025-04-16 12:54:58,271 - INFO - 该时间段的真实异常节点: {4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:58,271 - INFO - 正在计算异常分数...
2025-04-16 12:54:58,274 - INFO - 检测到的异常节点: {1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:58,274 - INFO - 正在为时间段 3416-3423 生成可视化
2025-04-16 12:54:58,274 - INFO - 正在为时间段 3416-3423 生成异常图可视化
2025-04-16 12:54:58,274 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:58,274 - DEBUG - 边统计: 正常边 294 条, 异常边 12 条
2025-04-16 12:54:58,275 - INFO - 时间段 3416-3423 的节点检测统计: 真阳性=14, 假阳性=3, 假阴性=0, 正常节点=2
2025-04-16 12:54:58,353 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-5\seg_4_3416_3423.png
2025-04-16 12:54:58,434 - INFO - 成功保存时间段 3416-3423 的可视化结果
2025-04-16 12:54:58,434 - INFO - 
正在处理时间段 6/6: 3590-3594
2025-04-16 12:54:58,435 - INFO - 该时间段的真实异常节点: {1, 8, 17, 18, 19}
2025-04-16 12:54:58,435 - INFO - 正在计算异常分数...
2025-04-16 12:54:58,435 - INFO - 检测到的异常节点: {1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:58,435 - INFO - 正在为时间段 3590-3594 生成可视化
2025-04-16 12:54:58,435 - INFO - 正在为时间段 3590-3594 生成异常图可视化
2025-04-16 12:54:58,436 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:58,436 - DEBUG - 边统计: 正常边 232 条, 异常边 74 条
2025-04-16 12:54:58,436 - INFO - 时间段 3590-3594 的节点检测统计: 真阳性=5, 假阳性=12, 假阴性=0, 正常节点=2
2025-04-16 12:54:58,521 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-5\seg_5_3590_3594.png
2025-04-16 12:54:58,601 - INFO - 成功保存时间段 3590-3594 的可视化结果
2025-04-16 12:54:58,601 - INFO - 正在从 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-5 中的图像创建GIF
2025-04-16 12:54:58,765 - INFO - GIF已保存到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-5\omi-5.gif
2025-04-16 12:54:58,766 - INFO - 
==================================================
2025-04-16 12:54:58,766 - INFO - 开始数据集可视化: omi-6
2025-04-16 12:54:58,766 - INFO - 使用参数: 评分模式=range_ratio, corr_threshold=0.4, 阈值=2.0
2025-04-16 12:54:58,766 - INFO - ==================================================

2025-04-16 12:54:58,766 - INFO - 正在加载数据集 omi-6 的数据
2025-04-16 12:54:58,767 - INFO - 数据加载成功。训练集形状: (8640, 19), 测试集形状: (4320, 19)
2025-04-16 12:54:58,767 - INFO - 正在计算边缘统计量...
2025-04-16 12:55:00,631 - INFO - 已计算 153 条边的统计量
2025-04-16 12:55:00,631 - INFO - 为每个节点使用相关系数阈值 >= 0.4 的邻居
2025-04-16 12:55:00,632 - INFO - 可视化结果将保存到: ./visual/omi/neighbor_corr_threshold\range_ratio\omi-6
2025-04-16 12:55:00,633 - INFO - 在数据集中发现 10 个异常时间段
2025-04-16 12:55:00,633 - INFO - 
正在处理时间段 1/10: 357-392
2025-04-16 12:55:00,633 - INFO - 该时间段的真实异常节点: {19, 4}
2025-04-16 12:55:00,633 - INFO - 正在计算异常分数...
